status,section,docId,in_en,in_vi,in_ja,en_title,vi_title,ja_title
MATCHED,fpt-key-vault,"tutorials-tao-secret-engine",Y,Y,Y,"Create a Secret Engine","Tạo Secret Engine","Secret Engineを作成する"
MATCHED,fpt-key-vault,"tutorials-tao-secret-tren-secret-engine",Y,Y,Y,"Create a Secret in a Secret Engine","Tạo Secret trên Secret Engine","Secret EngineにSecretを作成する"
MATCHED,fpt-key-vault,"tutorials-xoa-policy",Y,Y,Y,"Delete a Policy","Xóa Policy","Policyを削除する"
MATCHED,fpt-key-vault,"tutorials-xoa-secret",Y,Y,Y,"Delete a Secret","Xóa Secret","Secretを削除する"
MATCHED,fpt-key-vault,"tutorials-xoa-secret-engine",Y,Y,Y,"Delete a Secret Engine","Xóa Secret Engine","Secret Engineを削除する"
MATCHED,fpt-kubernetes-engine-with-gpu,"cai-dat-cluster-kubernetes-su-dung-gpu",Y,Y,Y,"Installing and initializing a GPU Kubernetes cluster","Cài đặt và khởi tạo Cluster Kubernetes sử dụng GPU","GPU対応Kubernetesクラスターのインストールと初期化"
MATCHED,fpt-kubernetes-engine-with-gpu,"driver-installation-self-install",Y,Y,Y,"GPU driver installation guide on Kubernetes","Hướng dẫn cài đặt GPU Driver trên Kubernetes","KubernetesへのGPUドライバーインストールガイド"
MATCHED,fpt-kubernetes-engine-with-gpu,"fpt-kubernetes-engine-with-gpu",Y,Y,Y,"FPT Kubernetes Engine with GPU","FPT Kubernetes Engine with GPU","Fpt Kubernetes Engine With Gpu"
MATCHED,fpt-kubernetes-engine-with-gpu,"huong-dan-cau-hinh-auto-scale-su-dung-gpu-custom-metric",Y,Y,Y,"Configuring auto scale using GPU custom metrics","Hướng dẫn cấu hình Auto Scale sử dụng GPU Custom Metric","GPUカスタムメトリクスを使用したオートスケールの設定"
MATCHED,fpt-kubernetes-engine-with-gpu,"huong-dan-cau-hinh-auto-scale-su-dung-keda-va-prometheus",Y,Y,Y,"Configuring auto scale using KEDA and Prometheus","Hướng dẫn cấu hình Auto Scale sử dụng KEDA và Prometheus","KEDAとPrometheusを使用したオートスケールの設定"
MATCHED,fpt-kubernetes-engine-with-gpu,"huong-dan-su-dung-autoscaler-voi-gpu",Y,Y,Y,"Using Autoscaler with GPU","Hướng dẫn sử dụng Autoscaler với GPU","GPUでのAutoscalerの使用方法"
MATCHED,fpt-kubernetes-engine-with-gpu,"huong-dan-su-dung-cac-che-do-gpu-sharing",Y,Y,Y,"Using GPU sharing modes","Hướng dẫn sử dụng các chế độ GPU sharing","GPU共有モードの使用方法"
MATCHED,fpt-kubernetes-engine-with-gpu,"huong-dan-su-dung-gpu-telemetry",Y,Y,Y,"Using GPU telemetry","Hướng dẫn sử dụng GPU Telemetry","GPUテレメトリの使用方法"
MATCHED,fpt-kubernetes-engine-with-gpu,"tang-them-worker-group-su-dung-gpu",Y,Y,Y,"Adding a GPU worker group","Tăng thêm Worker Group sử dụng GPU","GPUワーカーグループの追加"
MATCHED,fpt-kubernetes-engine-with-gpu,"thay-doi-worker-group-su-sung-gpu",Y,Y,Y,"Modifying a GPU worker group","Thay đổi Worker Group sử dụng GPU","GPUワーカーグループの変更"
MATCHED,fpt-kubernetes-engine-with-gpu,"tong-quan-dich-vu-GPU",Y,Y,Y,"GPU Service Overview on Kubernetes FPT Cloud","Tổng quan dịch vụ GPU trên Kubernetes FPT Cloud","Kubernetes FPT Cloud上のGPUサービス概要"
MATCHED,fpt-kubernetes-engine-with-gpu,"trien-khai-ung-dung-su-dung-gpu-tren-kubernetes",Y,Y,Y,"Deploying GPU applications on Kubernetes","Triển khai ứng dụng sử dụng GPU trên Kubernetes","KubernetesへのGPUアプリケーションのデプロイ"
MATCHED,fpt-managed-gpu-cluster,"Initial-setup",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-managed-gpu-cluster,"add-them-worker-group",Y,Y,Y,"Add a worker group","Add Them Worker Group","Worker Groupを追加する"
MATCHED,fpt-managed-gpu-cluster,"chinh-sua-label-taint-cho-worker-group-managed-gpu-cluster",Y,Y,Y,"Edit labels and taints for a worker group","Chinh sua Label Taint cho Worker Group Managed gpu Cluster","Worker GroupのラベルとTaintを編集する"
MATCHED,fpt-managed-gpu-cluster,"file-storage-high-performance",Y,Y,Y,"File Storage High Performance integration","Lưu ý điều kiện để sử dụng High Performance Storage bao gồm :","File Storage High Performance統合"
MATCHED,fpt-managed-gpu-cluster,"finetune-llm-models",Y,Y,Y,"Fine-tuning an LLM model with Unsloth on Kubernetes","Chuẩn bị môi trường","KubernetesでUnslothを使ってLLMモデルをファインチューニングする"
MATCHED,fpt-managed-gpu-cluster,"fpt-managed-gpu-cluster",Y,Y,Y,"FPT Managed GPU Cluster","Fpt Managed Gpu Cluster","FPT Managed GPU Cluster"
MATCHED,fpt-managed-gpu-cluster,"gpu-time-sharing",Y,Y,Y,"GPU time sharing/time slicing in FPT Kubernetes Engine","Giới thiệu tính năng time sharing/time slicing trong FPT Kubernetes engine","FPT Kubernetes EngineのGPU time sharing/time slicing"
MATCHED,fpt-managed-gpu-cluster,"khoi-tao-managed-gpu-cluster-moi",Y,Y,Y,"Create a new Managed GPU Cluster","Lưu ý :","新しいManaged GPU Clusterを作成する"
MATCHED,fpt-managed-gpu-cluster,"lay-thong-tin-truy-cap-cluster",Y,Y,Y,"Get cluster access information","Lấy thông tin truy cập Cluster","クラスターアクセス情報を取得する"
MATCHED,fpt-managed-gpu-cluster,"mps-gpu-sharing",Y,Y,Y,"MPS GPU sharing","Mps Gpu Sharing","MPS GPU共有"
MATCHED,fpt-managed-gpu-cluster,"multi-gpus-example",Y,Y,Y,"Multi-GPU example: serving an LLM with vLLM","Chuẩn bị môi trường","マルチGPUの例：vLLMを使ったLLMの推論サービング"
MATCHED,fpt-managed-gpu-cluster,"multi-nodes-example",Y,Y,Y,"Multi-node example: vLLM and multi-host serving","vLLM và multi-host serving","マルチノードの例：vLLMとマルチホストサービング"
ORPHAN,fpt-managed-gpu-cluster,"quan-ly-managed-gpu-cluster",N,N,Y,"","","Managed GPU Cluster の管理"
MATCHED,fpt-managed-gpu-cluster,"service-load-balancer-managed-gpu-cluster",Y,Y,Y,"Load balancer service for Managed GPU Cluster","Service Load Balancer Managed Gpu Cluster","Managed GPU ClusterのLoad Balancerサービス"
MATCHED,fpt-managed-gpu-cluster,"single-gpu-example",Y,Y,Y,"Single GPU example: serving an LLM with vLLM","Chuẩn bị môi trường","シングルGPUの例：vLLMを使ったLLMの推論サービング"
MATCHED,fpt-managed-gpu-cluster,"slurm-on-fpt-cloud",Y,Y,Y,"SLURM on FPT Cloud","Slurm On Fpt Cloud","FPT CloudでのSLURM"
MATCHED,fpt-managed-gpu-cluster,"thay-doi-cau-hinh-k8s",Y,Y,Y,"Change K8s configuration","Thay đổi cấu hình K8s","K8s設定を変更する"
MATCHED,fpt-managed-gpu-cluster,"tinh-nang-chuyen-worker-base-managed-gpu-cluster",Y,Y,Y,"Change the base worker group","Tinh Nang Chuyen Worker Base Managed Gpu Cluster","ベースWorker Groupを変更する"
MATCHED,fpt-managed-gpu-cluster,"tinh-nang-manual-scale-managed-gpu-cluster",Y,Y,Y,"Manual scale for Managed GPU Cluster","Tinh Nang Manual Scale Managed gpu Cluster","Managed GPU Clusterの手動スケール"
MATCHED,fpt-managed-gpu-cluster,"trien-khai-ung-dung-tren-worker-managed-gpu-cluster",Y,Y,Y,"Deploy an application on Managed GPU Cluster","Trien Khai Ung Dung Tren Worker Managed Gpu Cluster","Managed GPU Clusterにアプリケーションをデプロイする"
MATCHED,fpt-managed-gpu-cluster,"try-example-workload",Y,Y,Y,"Try Example Workload","Try Example Workload","サンプルGPUワークロードを試す"
MATCHED,fpt-managed-gpu-cluster,"vgpu-for-container",Y,Y,Y,"vGPU feature in FPT Kubernetes Engine","Giới thiệu tính năng vGPU trong FPT Kubernetes engine","FPT Kubernetes EngineのvGPU機能"
MATCHED,fpt-managed-gpu-cluster,"xem-danh-sach-managed-gpu-cluster",Y,Y,Y,"View Managed GPU Cluster list","Xem Danh Sach Managed Gpu Cluster","Managed GPU Clusterの一覧を表示する"
MATCHED,fpt-managed-gpu-cluster,"xoa-managed-gpu-cluster",Y,Y,Y,"Delete a Managed GPU Cluster","Xoa Managed gpu Cluster","Managed GPU Clusterを削除する"
MATCHED,fpt-message-bus,"Create-Subscriptions",Y,Y,Y,"Create Subscriptions","Tạo subscription","subscription の作成"
MATCHED,fpt-message-bus,"Create-queues",Y,Y,Y,"Create Queues","Create Queues","queue の作成"
MATCHED,fpt-message-bus,"Create-topics",Y,Y,Y,"Create Topics","Tạo topic","topic の作成"
ORPHAN,fpt-message-bus,"Delete-queues",Y,N,N,"Delete Queues","",""
MATCHED,fpt-message-bus,"Delete-topics",Y,Y,Y,"Delete Topics","Xóa topic","topic の削除"
MATCHED,fpt-message-bus,"Edit-topics",Y,Y,Y,"Edit Topics","Sửa topic","topic の編集"
ORPHAN,fpt-message-bus,"Manage-Queues",Y,N,N,"Manage Queues","",""
ORPHAN,fpt-message-bus,"Manage-topics",Y,N,N,"Manage Topics","",""
MATCHED,fpt-message-bus,"Quick-Starts",Y,Y,Y,"Quick Starts","Hướng dẫn nhanh","クイックスタート"
MATCHED,fpt-message-bus,"Send-Receive-messages-in-queues",Y,Y,Y,"Send and receive messages in queues","Send and receive messages in queues","queue でのメッセージ送受信"
MATCHED,fpt-message-bus,"Send-Receive-messages-in-topics",Y,Y,Y,"Send and receive messages in topics","Gửi và nhận messages trong topic","topic でのメッセージ送受信"
MATCHED,fpt-message-bus,"View-queues",Y,Y,Y,"View Queues","View Queues","queue の表示"
ORPHAN,fpt-message-bus,"fpt-message-bus",Y,N,N,"FPT Message Bus","",""
MATCHED,fpt-message-bus,"fpt-message-bus-for-rabbitmq",Y,Y,Y,"Fpt Message Bus For Rabbitmq","FPT Message Bus for RabbitMQ","Fpt Message Bus For Rabbitmq"
MATCHED,fpt-message-bus,"gui-nhan-message-trong-queues",Y,Y,Y,"Send and receive messages in queues","Gửi và nhận messages trong queue","queue でのメッセージ送受信"
MATCHED,fpt-message-bus,"initial-setup",Y,Y,Y,"Initial Setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-message-bus,"manage-queues",Y,Y,Y,"Manage queues","Quản lý queues","queue の管理"
MATCHED,fpt-message-bus,"manage-topics",Y,Y,Y,"Manage topics","Quản lý topics","topic の管理"
ORPHAN,fpt-message-bus,"quan-ly-queues",N,Y,N,"","Quản lý queues",""
MATCHED,fpt-message-bus,"quan-ly-topics",Y,Y,Y,"Manage topics","Quản lý topics","topic の管理"
MATCHED,fpt-message-bus,"tao-queues",Y,Y,Y,"Create a queue","Tạo queue","queue の作成"
MATCHED,fpt-message-bus,"xem-queues",Y,Y,Y,"View a queue","Xem queue","queue の表示"
MATCHED,fpt-message-bus,"xoa-queues",Y,Y,Y,"Delete a queue","Xóa queue","queue の削除"
MATCHED,fpt-monitoring-ip-access-control,"fpt-monitoring-ip-access-control",Y,Y,Y,"FPT Monitoring – IP Access Control","FPT Monitoring – IP Access Control","FPT Monitoring – IP アクセス制御"
MATCHED,fpt-monitoring-ip-access-control,"gioi-thieu-chung",Y,Y,Y,"Overview","Gioi Thieu Chung","概要"
MATCHED,fpt-monitoring-ip-access-control,"initial-setup",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-monitoring-ip-access-control,"lien-he-ho-tro",Y,Y,Y,"Contact support","Lien He Ho Tro","サポートへのお問い合わせ"
MATCHED,fpt-monitoring-ip-access-control,"quan-li-danh-sach-whitelisted-ip",Y,Y,Y,"Manage the whitelisted IP list","Quan Li Danh Sach Whitelisted Ip","ホワイトリスト IP 一覧を管理する"
MATCHED,fpt-monitoring-ip-access-control,"quy-tac-he-thong",Y,Y,Y,"System rules","Mặc định khi IP Access Control tắt, mọi IP đều có thể truy cập.","システムルール"
MATCHED,fpt-monitoring-ip-access-control,"retry-ip",Y,Y,Y,"Retry a failed IP operation","Áp dụng cho các IP có trạng thái 'Whitelist Failed'/'Blacklist Failed'.","失敗した IP 操作を再試行する"
MATCHED,fpt-monitoring-ip-access-control,"tao-tai khoan-fpt-cloud-va-dang-nhap-vao-fpt-portal",Y,Y,Y,"Create an FPT Cloud account and log in to FPT Portal","Tao Tai Khoan Fpt Cloud Va Dang Nhap Vao Fpt Portal","アカウントの作成と FPT Portal へのログイン"
MATCHED,fpt-monitoring-ip-access-control,"them-moi-whitelisted-ip",Y,Y,Y,"Add a whitelisted IP","Click nút 'Whitelist IP/Range' trên bảng tương ứng.","ホワイトリスト IP を追加する"
MATCHED,fpt-monitoring-ip-access-control,"truy-cap-tinh-nang",Y,Y,Y,"Access the IP Access Control feature","Truy Cap Tinh Nang","IP アクセス制御機能にアクセスする"
MATCHED,fpt-monitoring-ip-access-control,"xem-danh-sach-whitelisted-ip",Y,Y,Y,"View the whitelisted IP list","Mỗi endpoint (Dashboard, Metric, Log, Trace) có bảng IP riêng.","ホワイトリスト IP 一覧を表示する"
MATCHED,fpt-monitoring-ip-access-control,"xoa-whitelisted-ip",Y,Y,Y,"Remove a whitelisted IP","thành công","ホワイトリスト IP を削除する"
MATCHED,fpt-object-storage,"SDK-API-Reference",Y,Y,Y,"SDK API Reference","Cài đặt","SDK API Reference"
MATCHED,fpt-object-storage,"bucket-config",Y,Y,Y,"Bucket Config","Cấu hình bucket","bucket の設定"
MATCHED,fpt-object-storage,"build-static-website",Y,Y,Y,"Build a Static Website with FPT Object Storage","Xây dựng website tĩnh bằng FPT Object Storage","FPT Object Storage で静的ウェブサイトを構築する"
MATCHED,fpt-object-storage,"clone-du-lieu-giua-hai-bucket-khac-nhau",Y,Y,Y,"Clone Du Lieu Giua Hai Bucket Khac Nhau","Clone dữ liệu giữa hai bucket khác nhau","異なる bucket 間でのデータのクローン"
MATCHED,fpt-object-storage,"encryption",Y,Y,Y,"Encryption","Mã hóa (SSE-C)","暗号化（SSE-C）"
ORPHAN,fpt-object-storage,"fpt-object-storage",Y,N,N,"FPT Object Storage","",""
MATCHED,fpt-object-storage,"initial-setup",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-object-storage,"manage-access-keys",Y,Y,Y,"Manage Access Keys","Quản lý access key","access key の管理"
MATCHED,fpt-object-storage,"manage-bucket",Y,Y,Y,"Manage Bucket","Quản lý bucket","bucket の管理"
MATCHED,fpt-object-storage,"manage-objects",Y,Y,Y,"Manage Objects","Quản lý object","object の管理"
MATCHED,fpt-object-storage,"manage-permissions",Y,Y,Y,"Manage Permissions","Quản lý permissions","permissions の管理"
MATCHED,fpt-object-storage,"manage-subusers",Y,Y,Y,"Manage Subusers","Quản lý subuser","subuser の管理"
MATCHED,fpt-object-storage,"migrate-bucket-data",Y,Y,Y,"Migrate Bucket Data","tương thích với AWS S3","bucket データの移行"
MATCHED,fpt-object-storage,"mount-bucket-thanh-o-dia-tren-may-local",Y,Y,Y,"Mount Bucket Thanh O Dia Tren May Local","Mount bucket thành ổ đĩa trên máy local","ローカルマシンへの bucket のマウント"
MATCHED,fpt-object-storage,"object-storage",Y,Y,Y,"Object Storage","Giới thiệu về FPT Object Storage","FPT Object Storage の概要"
MATCHED,fpt-object-storage,"phan-quyen-su-dung-bucket-cho-cac-subuser",Y,Y,Y,"Phan Quyen Su Dung Bucket Cho Cac Subuser","Phân quyền sử dụng bucket cho các subuser","Phan Quyen Su Dung Bucket Cho Cac Subuser"
MATCHED,fpt-object-storage,"sdk-api-reference",Y,Y,Y,"SDK & API Reference","SDK & API Reference","SDK・API リファレンス"
MATCHED,fpt-object-storage,"su-dung-fpt-object-storage-lam-media-server-luu-tru-va-phan-phoi-media-file-cho-websiteweb-application",Y,Y,Y,"Su Dung Fpt Object Storage Lam Media Server Luu Tru Va Phan Phoi Media File Cho Websiteweb Application","Sử dụng FPT Object Storage làm media server","FPT Object Storage をメディアサーバーとして使用する"
MATCHED,fpt-object-storage,"subuser-bucket-permissions",Y,Y,Y,"Grant Bucket Permissions to Subusers","Phân quyền sử dụng bucket cho subuser","subuser への bucket 使用権限の付与"
MATCHED,fpt-object-storage,"tutorials-access-key-management",Y,Y,Y,"Access key management","Access key management","Access key management"
MATCHED,fpt-object-storage,"tutorials-bucket",Y,Y,Y,"Create a bucket","Quản lý bucket","Create a bucket"
MATCHED,fpt-object-storage,"tutorials-bucket-config",Y,Y,Y,"Bucket configuration","A. Tạo Lifecycle Rule mới","Tutorials Bucket Config"
MATCHED,fpt-object-storage,"tutorials-encryption",Y,Y,Y,"Tutorials Encryption","Cách Hoạt Động Của SSE-C","Tutorials Encryption"
MATCHED,fpt-object-storage,"tutorials-integrate-fpt-object-storage-with-s3-client",Y,Y,Y,"Integrate with S3 client","Tích hợp FPT Object Storage với các S3-Client","FPT Object Storage と S3 クライアントの統合"
MATCHED,fpt-object-storage,"tutorials-object",Y,Y,Y,"Upload objects to a bucket","Quản lý object","Tutorials Object"
MATCHED,fpt-object-storage,"tutorials-permissions",Y,Y,Y,"Edit object permissions (ACL)","Quản lý permissions","Edit object permissions (ACL)"
MATCHED,fpt-object-storage,"tutorials-quan-ly-access-key-cua-object-storage-tren-fpt-portal",Y,Y,Y,"Tutorials Quan Ly Access Key Cua Object Storage Tren Fpt Portal","Quản lý Access Key","Tutorials Quan Ly Access Key Cua Object Storage Tren Fpt Portal"
MATCHED,fpt-object-storage,"tutorials-quan-ly-subuser",Y,Y,Y,"Tutorials Quan Ly Subuser","Quản Lý SubUser Trên FPT Object Storage","Tutorials Quan Ly Subuser"
MATCHED,fpt-object-storage,"tutorials-su-dung-object-storage-tren-fpt-portal",Y,Y,Y,"Tutorials Su Dung Object Storage Tren Fpt Portal","Sử dụng Object Storage trên FPT Portal","Tutorials Su Dung Object Storage Tren Fpt Portal"
MATCHED,fpt-object-storage,"tutorials-subuser-management",Y,Y,Y,"Subuser management","Subuser management","Subuser management"
ORPHAN,fpt-object-storage,"tutorials-using-object-storage-on-fpt-portal",Y,N,N,"Use Object Storage on FPT Portal","",""
MATCHED,fpt-object-storage,"tutorials-using-object-storage-on-s3-browser",Y,Y,Y,"Use Object Storage with S3 Browser","Sử dụng Object Storage trên S3 Browser","S3 Browser での Object Storage の利用"
MATCHED,fpt-object-storage,"use-on-fpt-portal",Y,Y,Y,"Use Object Storage on FPT Portal","Sử dụng Object Storage trên FPT Portal","FPT Portal での Object Storage の利用"
MATCHED,fpt-object-storage,"xay-dung-mot-website-tinh-bang-fpt-object-storage",Y,Y,Y,"Xay Dung Mot Website Tinh Bang Fpt Object Storage","Xây dựng một website tĩnh bằng FPT Object Storage","Xay Dung Mot Website Tinh Bang Fpt Object Storage"
MATCHED,fpt-va,"Initial Setup",Y,Y,Y,"Initial setup","Thiết lập ban đầu","初期設定"
MATCHED,fpt-va,"dashboard-ket-qua-quet",Y,Y,Y,"Access the scan results dashboard","1. Truy cập Dashboard kết quả quét","1. スキャン結果ダッシュボードへのアクセス"
MATCHED,fpt-va,"fpt-va",Y,Y,Y,"FPT Cloud VA","FPT Cloud VA","FPT Cloud VA"
MATCHED,fpt-va,"kiem-tra-trang-thai-target",Y,Y,Y,"Check target scan status","2 Kiểm tra trạng thái scan của Target","ターゲットのスキャンステータスを確認する"
MATCHED,fpt-va,"lay-cookie",Y,Y,Y,"Get website cookies for scan configuration","7 Hướng dẫn lấy Cookie trang web khi tạo mục tiêu quét","7. scan target 作成時の Web ページ Cookie の取得方法"
MATCHED,fpt-va,"lay-header",Y,Y,Y,"Get website headers for scan configuration","6 Hướng dẫn lấy Header trang web khi tạo mục tiêu quét","6. scan target 作成時の Web ページ Header の取得方法"
MATCHED,fpt-va,"mo-remote-registry-window",Y,Y,Y,"Enable Remote Registry on Windows for SMB","8. Mở Remote Registry trên Windows để sử dụng SMB","8. SMB を使用するための Windows Remote Registry の有効化"
MATCHED,fpt-va,"quan-ly-target",Y,Y,Y,"Manage targets","Quản lý Target","ターゲット管理"
MATCHED,fpt-va,"scan-now",Y,Y,Y,"Scan now","Scan now","Scan now"
MATCHED,fpt-va,"tao-target",Y,Y,Y,"Create a target","1. Tạo một Target mới","ターゲットを作成する"
MATCHED,fpt-va,"update-target",Y,Y,Y,"Edit target scan configuration","3 Chỉnh sửa cấu hình scan Target","3. scan Target の設定変更"
MATCHED,fpt-va,"xem-chi-tiet-ket-qua-quet",Y,Y,Y,"View detailed scan results","2. Xem chi tiết kết quả quét","2. スキャン結果の詳細表示"
MATCHED,fpt-va,"xem-ket-qua-quet",Y,Y,Y,"View scan results","Xem kết quả quét","スキャン結果の表示"
MATCHED,fpt-va,"xem-ket-qua-quet-cu",Y,Y,Y,"View scan history","3. Xem kết quả lịch sử quét","3. 過去のスキャン結果の表示"
MATCHED,fpt-va,"xoa-target",Y,Y,Y,"Delete a target","5 Xóa Target","5. Target の削除"
MATCHED,fpt-va,"xuat-bao-cao",Y,Y,Y,"Export report","Xuất báo cáo","レポートのエクスポート"
PARTIAL,gateway,"gateway",Y,Y,N,"Gateway","Gateway",""
MATCHED,gateway,"huong-dan",Y,Y,Y,"Accessing Gateway","Hướng dẫn truy cập Gateway","Gatewayへのアクセス方法"
MATCHED,gateway,"quan-ly-danh-sach-gateway",Y,Y,Y,"Managing the Gateway List","Quản lý danh sách Gateway","Gatewayリストの管理"
MATCHED,gateway,"quan-ly-nat-tung-gateway",Y,Y,Y,"Managing Gateway NAT Rules","Quản lý NAT Rule của Gateway","GatewayのNAT Rule管理"
MATCHED,gateway,"quan-ly-no-nat-rule-theo-gateway",Y,Y,Y,"Managing Gateway NO NAT Rules","Quản lý NO NAT Rule của Gateway","GatewayのNO NAT Rule管理"
MATCHED,gateway,"quan-ly-route-1-gateway",Y,Y,Y,"Managing Gateway Routes","Quản lý Route của Gateway","GatewayのRoute管理"
MATCHED,gateway,"tinh-nang-khac",Y,Y,Y,"Other Features Related to Gateway","Tính năng khác liên quan đến Gateway","Gatewayに関連するその他の機能"
MATCHED,global-search,"global-search",Y,Y,Y,"Global Search","Tìm kiếm toàn cục","グローバル検索"
MATCHED,global-search,"global-search-usage",Y,Y,Y,"Using Global Search","Using Global Search","グローバル検索の使い方"
MATCHED,gpu-container,"Action",Y,Y,Y,"Action","Action","Action"
MATCHED,gpu-container,"about-gpu-container",Y,Y,Y,"About Gpu Container","Giới thiệu GPU Container","About Gpu Container"
MATCHED,gpu-container,"add-credit",Y,Y,Y,"Add Credit","Add Credit","Add Credit"
MATCHED,gpu-container,"billing",Y,Y,Y,"Billing","Billing","Billing"
MATCHED,gpu-container,"billing-overview",Y,Y,Y,"Billing Overview","Billing Overview","Billing Overview"
MATCHED,gpu-container,"code-server-use-cases",Y,Y,Y,"Load fine-tuned model and tokenizer","Load fine-tuned model and tokenizer","Load fine-tuned model and tokenizer"
MATCHED,gpu-container,"connect-container",Y,Y,Y,"Connect Container","Kết nối container","Connect Container"
MATCHED,gpu-container,"create-new-container",Y,Y,Y,"GPU Container","GPU Container","GPU Container"
MATCHED,gpu-container,"create-via-gui",Y,Y,Y,"Create Via Gui","Tạo container qua giao diện","Create Via Gui"
MATCHED,gpu-container,"export-config",Y,Y,Y,"Export Config","Xuất cấu hình","Export Config"
MATCHED,gpu-container,"gpu-container",Y,Y,Y,"GPU Container","GPU Container","Gpu Container"
MATCHED,gpu-container,"import-config",Y,Y,Y,"Import Config","Nhập cấu hình","Import Config"
MATCHED,gpu-container,"jupyter-notebook-tutorials",Y,Y,Y,"Jupyter Notebook Tutorials","Jupyter Notebook Tutorials","Jupyter Notebook Tutorials"
MATCHED,gpu-container,"logs-and-monitoring",Y,Y,Y,"Logs And Monitoring","Logs And Monitoring","Logs And Monitoring"
MATCHED,gpu-container,"manage-container",Y,Y,Y,"Manage Container","Manage Container","Manage Container"
MATCHED,gpu-container,"ollama-use-cases",Y,Y,Y,"Ollama Use Cases","Ollama Use Cases","Ollama Use Cases"
MATCHED,gpu-container,"payment-model",Y,Y,Y,"Payment Model","Payment Model","Payment Model"
MATCHED,gpu-container,"pricing",Y,Y,Y,"Pricing","Pricing","Pricing"
MATCHED,gpu-container,"quick-start",Y,Y,Y,"Sign Up for an Account","Đăng ký tài khoản","Sign Up for an Account"
MATCHED,gpu-container,"storage",Y,Y,Y,"Storage","Storage","Storage"
MATCHED,gpu-container,"templates",Y,Y,Y,"Templates","Templates","Templates"
MATCHED,gpu-container,"ubuntu-use-cases",Y,Y,Y,"Ubuntu Use Cases","Ubuntu Use Cases","Ubuntu Use Cases"
MATCHED,gpu-container,"vllm-use-case",Y,Y,Y,"Vllm Use Case","Vllm Use Case","Vllm Use Case"
PARTIAL,gpu-container,"vllm-use-cases",N,Y,Y,"","GPU Container","GPU Container"
MATCHED,gpu-container,"vllm-use-cases-gpt-oss",Y,Y,Y,"Vllm Use Cases Gpt Oss","Vllm Use Cases Gpt Oss","Vllm Use Cases Gpt Oss"
MATCHED,gpu-virtual-machine-en,"GPU-VM -インスタンス-の-作成",Y,Y,Y,"Create a GPU VM Instance","Tạo GPU VM Instance","Gpu Vm  インスタンス の 作成"
MATCHED,gpu-virtual-machine-en,"IPアドレス（フローティングIP）の割り当て",Y,Y,Y,"Allocate a Floating IP","Cấp phát Floating IP","Ipアドレス（フローティングIp）の割り当て"
MATCHED,gpu-virtual-machine-en,"access-to-servers",Y,Y,Y,"Access To Servers","Access To Servers","Access To Servers"
MATCHED,gpu-virtual-machine-en,"block-storage",Y,Y,Y,"Block Storage","Block Storage","Block Storage"
MATCHED,gpu-virtual-machine-en,"create-a-gpu-vm",Y,Y,Y,"Create A Gpu Vm","Create A Gpu Vm","Create A Gpu Vm"
MATCHED,gpu-virtual-machine-en,"create-a-security-group",Y,Y,Y,"Create A Security Group","Create A Security Group","Create A Security Group"
MATCHED,gpu-virtual-machine-en,"create-a-snapshot",Y,Y,Y,"Create A Snapshot","Create A Snapshot","Create A Snapshot"
MATCHED,gpu-virtual-machine-en,"create-a-subnet",Y,Y,Y,"Create A Subnet","Create A Subnet","Create A Subnet"
MATCHED,gpu-virtual-machine-en,"custom-images",Y,Y,Y,"Custom Images","Custom Images","Custom Images"
MATCHED,gpu-virtual-machine-en,"faq",Y,Y,Y,"Faq","Faq","Faq"
MATCHED,gpu-virtual-machine-en,"floating-ip",Y,Y,Y,"Floating Ip","Floating Ip","Floating Ip"
MATCHED,gpu-virtual-machine-en,"fpt_images",Y,Y,Y,"Fpt_Images","Fpt_Images","Fpt Images"
PARTIAL,gpu-virtual-machine-en,"gpu-virtual-machine-en",Y,Y,N,"GPU Virtual Machine","GPU Virtual Machine",""
MATCHED,gpu-virtual-machine-en,"manage-gpu-vms",Y,Y,Y,"Manage Gpu Vms","Manage Gpu Vms","Manage Gpu Vms"
MATCHED,gpu-virtual-machine-en,"monitor-gpu-vms",Y,Y,Y,"Monitor Gpu Vms","Monitor Gpu Vms","Monitor Gpu Vms"
MATCHED,gpu-virtual-machine-en,"overview",Y,Y,Y,"Overview","Overview","Overview"
MATCHED,gpu-virtual-machine-en,"pfsense-network-gateway",Y,Y,Y,"Pfsense Network Gateway","Pfsense Network Gateway","Pfsense Network Gateway"
MATCHED,gpu-virtual-machine-en,"quick-start",Y,Y,Y,"Quick Start","Quick Start","Quick Start"
MATCHED,gpu-virtual-machine-en,"に関するよくある質問",Y,Y,Y,"FAQ","Câu hỏi thường gặp","一般"
MATCHED,gpu-virtual-machine-en,"クイック-スタート",Y,Y,Y,"Quick Start","Quick Start","クイック スタート"
MATCHED,gpu-virtual-machine-en,"サブネット-の-作成",Y,Y,Y,"Create a Subnet","Tạo Subnet","サブネット の 作成"
MATCHED,gpu-virtual-machine-en,"サーバーへのアクセス",Y,Y,Y,"Access to Servers","Truy cập máy chủ","サーバーへのアクセス"
