level,label,url,parent
5,Docker Login,https://fptcloud.com/documents/fpt-container-registry-2/?doc=docker-login,Hướng dẫn sử dụng trên Docker CLI
5,Tag và Push image lên FPT Container Registry,https://fptcloud.com/documents/fpt-container-registry-2/?doc=tag-va-push-image-len-fpt-container-registry,Hướng dẫn sử dụng trên Docker CLI
5,Pull docker image từ FPT Container Registry về local,https://fptcloud.com/documents/fpt-container-registry-2/?doc=pull-docker-image-tu-fpt-container-registry-ve-local,Hướng dẫn sử dụng trên Docker CLI
4,Quản lý Repositories trên FPT Portal,https://fptcloud.com/documents/fpt-container-registry-2/?doc=quan-ly-repositories-tren-fpt-portal,Hướng dẫn chi tiết (Tutorials)
5,Xem danh sách Repositories,https://fptcloud.com/documents/fpt-container-registry-2/?doc=xem-danh-sach-repositories,Quản lý Repositories trên FPT Portal
5,Xóa Image hoặc Artifact trong Repositories,https://fptcloud.com/documents/fpt-container-registry-2/?doc=xoa-image-hoac-artifact-trong-repositories,Quản lý Repositories trên FPT Portal
4,Quản lý Retention Rule,https://fptcloud.com/documents/fpt-container-registry-2/?doc=quan-ly-retention-rule,Hướng dẫn chi tiết (Tutorials)
5,Thêm mới Tag Retention Rule,https://fptcloud.com/documents/fpt-container-registry-2/?doc=them-moi-tag-retention-rule,Quản lý Retention Rule
5,Quản lý Tag Retention Rule,https://fptcloud.com/documents/fpt-container-registry-2/?doc=quan-ly-tag-retention-rule,Quản lý Retention Rule
5,Cấu hình lập lịch chạy Retention Rule,https://fptcloud.com/documents/fpt-container-registry-2/?doc=cau-hinh-lap-lich-chay-retention-rule,Quản lý Retention Rule
5,Quản lý Retention Run,https://fptcloud.com/documents/fpt-container-registry-2/?doc=quan-ly-retention-run,Quản lý Retention Rule
4,Quản lý Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=quan-ly-robot-account,Hướng dẫn chi tiết (Tutorials)
5,Tạo mới Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=tao-moi-robot-account,Quản lý Robot Account
5,Xem danh sách Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=xem-danh-sach-robot-account,Quản lý Robot Account
5,Cập nhật Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=cap-nhat-robot-account,Quản lý Robot Account
5,Disable Robot Account đang sử dụng,https://fptcloud.com/documents/fpt-container-registry-2/?doc=disable-robot-account-dang-su-dung,Quản lý Robot Account
5,Enable Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=enable-robot-account,Quản lý Robot Account
5,Xoá một Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=xoa-mot-robot-account,Quản lý Robot Account
5,Refresh Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=refresh-robot-account,Quản lý Robot Account
5,Hướng dẫn sử dụng Robot Account,https://fptcloud.com/documents/fpt-container-registry-2/?doc=huong-dan-su-dung-robot-account,Quản lý Robot Account
4,Quản lý Gói dịch vụ,https://fptcloud.com/documents/fpt-container-registry-2/?doc=quan-ly-goi-dich-vu,Hướng dẫn chi tiết (Tutorials)
5,Xem chi tiết Quota dịch vụ,https://fptcloud.com/documents/fpt-container-registry-2/?doc=cem-chi-tiet-quota-dich-vu,Quản lý Gói dịch vụ
5,Hướng dẫn nâng gói dịch vụ đang sử dụng,https://fptcloud.com/documents/fpt-container-registry-2/?doc=huong-dan-nang-goi-dich-vu-dang-su-dung,Quản lý Gói dịch vụ
4,Scan Images,https://fptcloud.com/documents/fpt-container-registry-2/?doc=scan-image,Hướng dẫn chi tiết (Tutorials)
5,Scan Image,https://fptcloud.com/documents/fpt-container-registry-2/?doc=scan-image-1,Scan Images
5,Stop Scan,https://fptcloud.com/documents/fpt-container-registry-2/?doc=stop-scan,Scan Images
5,Quản lý kết quả Scan images,https://fptcloud.com/documents/fpt-container-registry-2/?doc=quan-ly-ket-qua-scan-images,Scan Images
3,Các câu hỏi thường gặp (FAQs),,FPT Container Registry
3,Một số gợi ý mẫu (Samples),,FPT Container Registry
2,Dedicated - FPT Kubernetes Engine,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/,FPT Container
3,Initial Setup,,Dedicated - FPT Kubernetes Engine
4,Initial Setup,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=Initial-Setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,Dedicated - FPT Kubernetes Engine
4,Quản lý Kubernetes cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=quan-ly-kubernetes-cluster,Hướng dẫn chi tiết (Tutorials)
5,Khởi tạo Kubernetes Cluster mới,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=khoi-tao-kubernetes-cluster-moi,Quản lý Kubernetes cluster
5,Xem danh sách Kubernetes Cluster đã tạo,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=xem-danh-sach-kubernetes-cluster-da-tao,Quản lý Kubernetes cluster
5,Truy cập thông tin chi tiết của Cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=truy-cap-thong-tin-chi-tiet-cua-cluster,Quản lý Kubernetes cluster
5,Lấy thông tin truy cập Cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=lay-thong-tin-truy-cap-cluster,Quản lý Kubernetes cluster
5,Xóa Kubernetes Cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=xoa-kubernetes-cluster,Quản lý Kubernetes cluster
5,Stop Kubernetes Cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=stop-kubernetes-cluster,Quản lý Kubernetes cluster
5,Start Kubernetes Cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=start-kubernetes-cluster,Quản lý Kubernetes cluster
4,Thay đổi cấu hình K8s Cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=thay-doi-cau-hinh-k8s-cluster,Hướng dẫn chi tiết (Tutorials)
5,Scale worker nodes,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=scale-worker-nodes,Thay đổi cấu hình K8s Cluster
5,Thay đổi Flavor (cấu hình) Nodes,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=thay-doi-flavor-cau-hinh-nodes,Thay đổi cấu hình K8s Cluster
5,Thay đổi Flavor (cấu hình) NFS Server,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=thay-doi-flavor-cau-hinh-nfs,Thay đổi cấu hình K8s Cluster
5,Tăng Storage size của các Nodes,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=tang-storage-size-cua-nodes,Thay đổi cấu hình K8s Cluster
5,Tăng Storage size của NFS Server,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=tang-storage-size-cua-nfs,Thay đổi cấu hình K8s Cluster
5,Nâng cấp K8s version,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=nang-cap-k8s-version,Thay đổi cấu hình K8s Cluster
5,Thêm NFS Persistent Storage,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=them-nfs-persistent-storage,Thay đổi cấu hình K8s Cluster
4,Automatic Scaling,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=AutoScale,Hướng dẫn chi tiết (Tutorials)
4,Manual Scaling,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=manual-scale,Hướng dẫn chi tiết (Tutorials)
4,Best Practice Manual Scaling,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=best-practice-manual-scaling,Hướng dẫn chi tiết (Tutorials)
4,Persistent Storage,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=persistent-storage,Hướng dẫn chi tiết (Tutorials)
4,Service Type Load-Balancer,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=service-type-load-balancer,Hướng dẫn chi tiết (Tutorials)
4,Advanced Firewall,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=dfke-advanced-firewall,Hướng dẫn chi tiết (Tutorials)
4,Backup & Restore Cluster,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=backup-and-restore-cluster,Hướng dẫn chi tiết (Tutorials)
4,Best Practice Upgrade FKE Cluster Version,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=best-practice-upgrade-fke-cluster-version,Hướng dẫn chi tiết (Tutorials)
4,Auto repair nodes,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=auto-repair-nodes,Hướng dẫn chi tiết (Tutorials)
4,Retry – Timeout Rule,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=retry-timeout-rule,Hướng dẫn chi tiết (Tutorials)
3,Các lưu ý khi sử dụng FKE,,Dedicated - FPT Kubernetes Engine
4,Các lưu ý khi sử dụng FKE,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=cac-luu-y-khi-su-dung-fke,Các lưu ý khi sử dụng FKE
3,Các câu hỏi thường gặp (FAQs),,Dedicated - FPT Kubernetes Engine
4,FAQs,https://fptcloud.com/documents/dedicated-fpt-kubernetes-engine/?doc=dfke-faqs,Các câu hỏi thường gặp (FAQs)
3,Một số gợi ý mẫu (Samples),,Dedicated - FPT Kubernetes Engine
1,FPT Security,,
2,IAM,https://fptcloud.com/documents/iam/,FPT Security
3,Initial Setup,,IAM
4,Initial Setup,https://fptcloud.com/documents/iam/?doc=Initial%20Setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,IAM
4,Quản lý Role,https://fptcloud.com/documents/iam/?doc=role-management,Hướng dẫn chi tiết (Tutorials)
5,Role Overview,https://fptcloud.com/documents/iam/?doc=Role-Overview,Quản lý Role
5,Xem danh sách role,https://fptcloud.com/documents/iam/?doc=xem%20danh%20sach%20role,Quản lý Role
5,Khởi tạo role và phân quyền cho role,https://fptcloud.com/documents/iam/?doc=khoi%20tao%20role%20va%20phan%20quyen%20cho%20role,Quản lý Role
5,Xem chi tiết Role,https://fptcloud.com/documents/iam/?doc=xem%20chi%20tiet%20role,Quản lý Role
5,Chỉnh sửa role và permission,https://fptcloud.com/documents/iam/?doc=chinh%20sua%20role%20va%20permission,Quản lý Role
5,Xóa role,https://fptcloud.com/documents/iam/?doc=xoa%20role,Quản lý Role
4,Quản lý User Group,https://fptcloud.com/documents/iam/?doc=user-group-management,Hướng dẫn chi tiết (Tutorials)
5,User Group - Overview,https://fptcloud.com/documents/iam/?doc=User%20Group-Overview,Quản lý User Group
5,Khởi tạo User Group mới,https://fptcloud.com/documents/iam/?doc=khoi%20tao%20user%20group%20moi,Quản lý User Group
5,Xem danh sách User Group,https://fptcloud.com/documents/iam/?doc=xem%20danh%20sach%20user%20group,Quản lý User Group
5,Xem chi tiết User Group,https://fptcloud.com/documents/iam/?doc=xem%20chi%20tiet%20user%20group,Quản lý User Group
5,Chỉnh sửa User Group,https://fptcloud.com/documents/iam/?doc=chinh%20sua%20user%20group,Quản lý User Group
5,Xóa User Groups,https://fptcloud.com/documents/iam/?doc=xoa%20user%20groups,Quản lý User Group
4,Quản lý IAM User,https://fptcloud.com/documents/iam/?doc=iam-user-management,Hướng dẫn chi tiết (Tutorials)
5,IAM User - Overview,https://fptcloud.com/documents/iam/?doc=IAM-User-Overview,Quản lý IAM User
5,Invite IAM user mới,https://fptcloud.com/documents/iam/?doc=invite%20iam%20user%20moi,Quản lý IAM User
5,Khởi tạo account và truy cập vào VPC đã được mời,https://fptcloud.com/documents/iam/?doc=khoi%20tao%20account%20va%20truy%20cap%20vao%20vpc%20da%20duoc%20moi,Quản lý IAM User
5,Thay đổi mật khẩu,https://fptcloud.com/documents/iam/?doc=thay%20doi%20mat%20khau,Quản lý IAM User
5,Cấu hình 2FA,https://fptcloud.com/documents/iam/?doc=cau%20hinh%202fa,Quản lý IAM User
4,IP Access,https://fptcloud.com/documents/iam/?doc=ip-access,Hướng dẫn chi tiết (Tutorials)
5,IP Access Overview,https://fptcloud.com/documents/iam/?doc=ip-access-overview,IP Access
5,Khởi tạo một record IP access mới,https://fptcloud.com/documents/iam/?doc=create-ip-,IP Access
5,Xóa record IP access,https://fptcloud.com/documents/iam/?doc=delete-ip-access,IP Access
5,Kiểm tra Activity logs,https://fptcloud.com/documents/iam/?doc=activity-log-ip-access,IP Access
5,Tải danh sách lịch sử truy cập,https://fptcloud.com/documents/iam/?doc=download-access-log,IP Access
3,Các câu hỏi thường gặp (FAQs),,IAM
3,Một số gợi ý mẫu (Samples),,IAM
2,FPT Cloud WAPPLES,https://fptcloud.com/documents/fpt-cloud-wapples/,FPT Security
3,Dashboard,,FPT Cloud WAPPLES
4,Overview,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=overview,Dashboard
4,Detection Status,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=detection-status,Dashboard
4,System Status,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=system-status,Dashboard
4,Service Status,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=service-status,Dashboard
4,Load Balancing,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=load-balancing,Dashboard
3,Data Analysis,,FPT Cloud WAPPLES
4,Graphical Analysis,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=graphical-analysis,Data Analysis
4,Detection Log Analysis,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=detection-log-analysis,Data Analysis
3,View Logs,,FPT Cloud WAPPLES
4,Detection Logs,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=detection-logs,View Logs
4,Audit Logs,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=audit-logs,View Logs
4,Website Logs,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=website-logs,View Logs
4,Export List,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=export-list,View Logs
3,Security Settings,,FPT Cloud WAPPLES
4,Network Settings,,Security Settings
5,Proxy IP,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=proxy-ip,Network Settings
5,Destination Server,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=detinations-sever,Network Settings
5,SSL Profile,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=ssl-profile,Network Settings
5,Network Filters,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=network-filters,Network Settings
5,Network Filters Scheduling,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=network-filters-scheduling,Network Settings
4,Policy Settings,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=policy-settings,Security Settings
4,Additional Policy Settings,,Security Settings
5,X-Forwarder-For,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=x-forwarder-for,Additional Policy Settings
5,Access Control,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=access-control,Additional Policy Settings
5,Auto Blocking Filter,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=auto-blocking-filter,Additional Policy Settings
5,Web Access Management,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=web-access-management,Additional Policy Settings
5,URL Filter Settings,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=url-filter-settings,Additional Policy Settings
4,Detection Exceptions,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=detection-exceptions,Security Settings
4,Pattern Storage,,Security Settings
5,User Defined Pattern,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=user-defined-pattern,Pattern Storage
5,Error Handling,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=error-handling,Pattern Storage
5,Privacy Filtering,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=privacy-filtering,Pattern Storage
5,Malicious IP,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=malicious-ip,Pattern Storage
5,Snort,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=snort,Pattern Storage
4,Security Patch,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=security-patch,Security Settings
3,Reports,,FPT Cloud WAPPLES
4,Report Generation,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=report-generation,Reports
4,Report List,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=report-list,Reports
4,Report Scheduling,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=report-scheduling,Reports
3,Configuration,,FPT Cloud WAPPLES
4,Operations,,Configuration
5,Accounts,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=accounts,Operations
5,Audit Level,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=audit-level,Operations
5,SMTP,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=smtp,Operations
5,Self-diagnostics,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=self-diagnostics,Operations
4,Backup,,Configuration
5,Backup List,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=backup-list,Backup
5,Automatic Backup,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=automatic-backup,Backup
5,Backup/Restore,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=backup-restore,Backup
4,Intergration,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=intergration,Configuration
4,Network,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=network,Configuration
4,System,https://fptcloud.com/documents/fpt-cloud-wapples/?doc=system,Configuration
2,FPT Cloud WAF,https://fptcloud.com/documents/fpt-cloud-waf/,FPT Security
3,Initial Setup,,FPT Cloud WAF
4,Initial Setup,https://fptcloud.com/documents/fpt-cloud-waf/?doc=Initial%20Setup,Initial Setup
3,Hướng dẫn nhanh (Quick Starts),,FPT Cloud WAF
4,Thêm mới máy chủ WAF,https://fptcloud.com/documents/fpt-cloud-waf/?doc=them-moi-may-chu-waf,Hướng dẫn nhanh (Quick Starts)
4,Đăng nhập WAF Dashboard,https://fptcloud.com/documents/fpt-cloud-waf/?doc=dang-nhap-waf-dashboard,Hướng dẫn nhanh (Quick Starts)
4,Cấu hình kết nối máy chủ WAF,https://fptcloud.com/documents/fpt-cloud-waf/?doc=cau-hinh-ket-noi-may-chu-waf,Hướng dẫn nhanh (Quick Starts)
3,Hướng dẫn chi tiết (Tutorials),,FPT Cloud WAF
4,Thêm mới máy chủ WAF,https://fptcloud.com/documents/fpt-cloud-waf/?doc=tutorials-them-moi-may-chu-waf,Hướng dẫn chi tiết (Tutorials)
4,Chỉnh sửa máy chủ WAF,https://fptcloud.com/documents/fpt-cloud-waf/?doc=chinh-sua-may-chu-waf,Hướng dẫn chi tiết (Tutorials)
4,Xóa máy chủ WAF,https://fptcloud.com/documents/fpt-cloud-waf/?doc=xoa-may-chu-waf,Hướng dẫn chi tiết (Tutorials)
4,Quản trị máy chủ WAF với WAF Dashboard,,Hướng dẫn chi tiết (Tutorials)
5,Đăng nhập WAF Dashboard,https://fptcloud.com/documents/fpt-cloud-waf/?doc=tutorials-dang-nhap-waf-dashboard,Quản trị máy chủ WAF với WAF Dashboard
5,Monitor WAF với Dashboard Overview,https://fptcloud.com/documents/fpt-cloud-waf/?doc=monitor-waf-voi-dashboard-overview,Quản trị máy chủ WAF với WAF Dashboard
4,Quản lý Proxy Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=quan-ly-proxy-host,Hướng dẫn chi tiết (Tutorials)
5,Tạo mới Proxy Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=tao-moi-proxy-host,Quản lý Proxy Host
5,Xem thông tin chi tiết Proxy Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=xem-thong-tin-chi-tiet-proxy-host,Quản lý Proxy Host
5,Cập nhật thông tin cho Proxy Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=cap-nhat-thong-tin-cho-proxy-host,Quản lý Proxy Host
5,Bật/Tắt Proxy Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=battat-proxy-host,Quản lý Proxy Host
5,Xóa Proxy Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=xoa-proxy-host,Quản lý Proxy Host
4,Quản lý Redirection Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=quan-ly-redirection-host,Hướng dẫn chi tiết (Tutorials)
4,Thêm mới Stream Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=them-moi-stream-host,Hướng dẫn chi tiết (Tutorials)
4,Quản lý 404 Host,https://fptcloud.com/documents/fpt-cloud-waf/?doc=quan-ly-404-host,Hướng dẫn chi tiết (Tutorials)
4,Quản lý Access List,https://fptcloud.com/documents/fpt-cloud-waf/?doc=quan-ly-access-list,Hướng dẫn chi tiết (Tutorials)
4,Quản lý SSL Certificates,https://fptcloud.com/documents/fpt-cloud-waf/?doc=quan-ly-ssl-certificates,Hướng dẫn chi tiết (Tutorials)
4,Quản lý Security Rule Sets,https://fptcloud.com/documents/fpt-cloud-waf/?doc=quan-ly-security-rule-sets,Hướng dẫn chi tiết (Tutorials)
4,Quản lý người dùng của WAF Dashboard,https://fptcloud.com/documents/fpt-cloud-waf/?doc=quan-ly-nguoi-dung-cua-waf-dashboard,Hướng dẫn chi tiết (Tutorials)
3,Các câu hỏi thường gặp (FAQs),,FPT Cloud WAF
3,Một số gợi ý mẫu (Samples),,FPT Cloud WAF
2,FPT Cloud VA,https://fptcloud.com/documents/fpt-va/,FPT Security
3,Initial Setup,,FPT Cloud VA
4,Initial Setup,https://fptcloud.com/documents/fpt-va/?doc=Initial%20Setup,Initial Setup
3,Hướng dẫn chi tiết (Tutorials),,FPT Cloud VA
4,Quản lý Target,https://fptcloud.com/documents/fpt-va/?doc=quan-ly-target,Hướng dẫn chi tiết (Tutorials)
5,1. Tạo một Target mới,https://fptcloud.com/documents/fpt-va/?doc=tao-target,Quản lý Target
5,2 Kiểm tra trạng thái scan của Target,https://fptcloud.com/documents/fpt-va/?doc=kiem-tra-trang-thai-target,Quản lý Target
5,3 Chỉnh sửa cấu hình scan Target,https://fptcloud.com/documents/fpt-va/?doc=update-target,Quản lý Target
5,4 Scan Now,https://fptcloud.com/documents/fpt-va/?doc=scan-now,Quản lý Target
5,5 Xóa Target,https://fptcloud.com/documents/fpt-va/?doc=xoa-target,Quản lý Target
5,6 Hướng dẫn lấy Header trang web khi tạo mục tiêu quét,https://fptcloud.com/documents/fpt-va/?doc=lay-header,Quản lý Target
5,7 Hướng dẫn lấy Cookie trang web khi tạo mục tiêu quét,https://fptcloud.com/documents/fpt-va/?doc=lay-cookie,Quản lý Target
5,8. Mở Remote Registry trên Windows để sử dụng SMB,https://fptcloud.com/documents/fpt-va/?doc=mo-remote-registry-window,Quản lý Target
4,Xem kết quả quét,https://fptcloud.com/documents/fpt-va/?doc=xem-ket-qua-quet,Hướng dẫn chi tiết (Tutorials)
5,1. Truy cập Dashboard kết quả quét,https://fptcloud.com/documents/fpt-va/?doc=dashboard-ket-qua-quet,Xem kết quả quét
5,2. Xem chi tiết kết quả quét,https://fptcloud.com/documents/fpt-va/?doc=xem-chi-tiet-ket-qua-quet,Xem kết quả quét
5,3. Xem kết quả lịch sử quét,https://fptcloud.com/documents/fpt-va/?doc=xem-ket-qua-quet-cu,Xem kết quả quét
4,Xuất báo cáo,https://fptcloud.com/documents/fpt-va/?doc=xuat-bao-cao,Hướng dẫn chi tiết (Tutorials)
3,Các câu hỏi thường gặp (FAQs),,FPT Cloud VA
2,Fortigate - FPT NGFW,https://fptcloud.com/documents/fortigate-fpt-ngfw/,FPT Security
3,Hướng dẫn chi tiết (Tutorials),,Fortigate - FPT NGFW
4,Truy cập giao diện quản trị,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=truy-cap-giao-dien-quan-tri,Hướng dẫn chi tiết (Tutorials)
4,Cấu hình Network Interfaces,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=cau-hinh-network-interfaces,Hướng dẫn chi tiết (Tutorials)
4,Cấu hình Static Routes,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=cau-hinh-static-routes,Hướng dẫn chi tiết (Tutorials)
4,Tạo Firewall Policy,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=tao-firewall-policy,Hướng dẫn chi tiết (Tutorials)
4,Xóa Firewall Policy,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=xoa-firewall-policy,Hướng dẫn chi tiết (Tutorials)
4,Tạo Security Profile,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=tao-security-profile,Hướng dẫn chi tiết (Tutorials)
4,Quản Lý System User – User Profile,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=quan-ly-system-user-user-profile,Hướng dẫn chi tiết (Tutorials)
4,Feature Visibility,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=feature-visibility,Hướng dẫn chi tiết (Tutorials)
4,Hiển thị Logs Traffic,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=hien-thi-logs-traffic,Hướng dẫn chi tiết (Tutorials)
3,Các câu hỏi thường gặp (FAQs),,Fortigate - FPT NGFW
4,FAQ,https://fptcloud.com/documents/fortigate-fpt-ngfw/?doc=FAQ,Các câu hỏi thường gặp (FAQs)
3,Một số gợi ý mẫu (Samples),,Fortigate - FPT NGFW
2,DdoS Protection,https://fptcloud.com/documents/ddos-protection/,FPT Security
3,Initial Setup,,DdoS Protection
4,Initial Setup,https://fptcloud.com/documents/ddos-protection/?doc=initial-setup,Initial Setup
3,Hướng dẫn nhanh (Quick Starts),,DdoS Protection
4,Khởi tạo DDoS Protection,https://fptcloud.com/documents/ddos-protection/?doc=create-ddos,Hướng dẫn nhanh (Quick Starts)
4,Monitor các IP đang được bảo vệ,https://fptcloud.com/documents/ddos-protection/?doc=monitor-ip,Hướng dẫn nhanh (Quick Starts)
2,CheckPoint - FPT NGFW,https://fptcloud.com/documents/checkpoint-fpt-ngfw/,FPT Security
3,Hướng dẫn trên Gaia Portal,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=huong-dan-tren-gaia-portal,CheckPoint - FPT NGFW
4,Truy cập Gaia Portal,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=truy-cap-gaia-portal,Hướng dẫn trên Gaia Portal
4,Network Interface,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=network-interface,Hướng dẫn trên Gaia Portal
4,Static route,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=static-route,Hướng dẫn trên Gaia Portal
4,Cấu hình DNS,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=cau-hinh-dns,Hướng dẫn trên Gaia Portal
4,Update Hotfix,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=update-hotfix,Hướng dẫn trên Gaia Portal
3,Hướng dẫn trên SmartConsole,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=huong-dan-tren-smartconsole,CheckPoint - FPT NGFW
4,Truy cập SmartConsole,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=truy-cap-smartconsole,Hướng dẫn trên SmartConsole
4,Install Policy,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=install-policy,Hướng dẫn trên SmartConsole
4,Tạo Object,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=tao-object,Hướng dẫn trên SmartConsole
4,Tạo rule Firewall,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=tao-rule-firewall,Hướng dẫn trên SmartConsole
4,Tạo rule NAT,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=tao-rule-nat,Hướng dẫn trên SmartConsole
4,Điều tra Log,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=dieu-tra-log,Hướng dẫn trên SmartConsole
4,Quản lý Blades,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=quan-ly-blades,Hướng dẫn trên SmartConsole
4,Quản lý Account,https://fptcloud.com/documents/checkpoint-fpt-ngfw/?doc=quan-ly-account,Hướng dẫn trên SmartConsole
1,FPT Monitoring,,
